Productos_Clave	Productos_Descripcion	Importancia	Sustancias_Clave	Sustancias_Descripcion
9455	ENERDAY 6 HORAS	9	216	Nicotínico ácido
9455	ENERDAY 6 HORAS	9	735	Cafeína
9455	ENERDAY 6 HORAS	9	791	Pantoténico ácido
9455	ENERDAY 6 HORAS	9	836	Piridoxina
9455	ENERDAY 6 HORAS	9	872	Cianocobalamina
9455	ENERDAY 6 HORAS	9	1259	Riboflavina
9455	ENERDAY 6 HORAS	9	1299	Sodio benzoato
9455	ENERDAY 6 HORAS	9	1372	Taurina
9455	ENERDAY 6 HORAS	9	1404	Tiamina
9455	ENERDAY 6 HORAS	9	2487	Potasio sorbato
9455	ENERDAY 6 HORAS	9	3245	Málico ácido
9455	ENERDAY 6 HORAS	9	4389	Gluconolactona
9456	SYSTANE ULTRA	1	945	Polietilenglicol
9456	SYSTANE ULTRA	2	1225	Propilenglicol
9457	GIANDA	1	1659	Etinilestradiol
9457	GIANDA	2	6217	Dienogest
9458	SENSIDOU CREMA	9	171	Alantoína
9458	SENSIDOU CREMA	9	863	Centella asiática
9458	SENSIDOU CREMA	9	1066	Colágeno
9458	SENSIDOU CREMA	9	1090	Glucosamina
9458	SENSIDOU CREMA	9	1225	Propilenglicol
9458	SENSIDOU CREMA	9	1552	Elastina
9458	SENSIDOU CREMA	9	4280	Metilsilanol manuronato
9458	SENSIDOU CREMA	9	4685	Germen de trigo
9459	SENSIDOU MOUSSE	0	889	Cinc
9460	ANDEAN'S OLIV-INTENSE CREMA CORPORAL	1	4707	Alfa-linolénico ácido
9460	ANDEAN'S OLIV-INTENSE CREMA CORPORAL	2	105	Linoleico ácido
9460	ANDEAN'S OLIV-INTENSE CREMA CORPORAL	3	117	Oleico ácido
9461	ANDEAN'S OLIV-INTENSE CONTORNO OJOS	1	4707	Alfa-linolénico ácido
9461	ANDEAN'S OLIV-INTENSE CONTORNO OJOS	2	105	Linoleico ácido
9461	ANDEAN'S OLIV-INTENSE CONTORNO OJOS	3	117	Oleico ácido
9462	ANDEAN'S OLIV-INTENSE JABON LIQUIDO	1	4707	Alfa-linolénico ácido
9462	ANDEAN'S OLIV-INTENSE JABON LIQUIDO	2	105	Linoleico ácido
9462	ANDEAN'S OLIV-INTENSE JABON LIQUIDO	3	117	Oleico ácido
9463	ANDEAN'S WINE-AGE CONTORNO OJOS	0	6218	Polifenoles de uva
9464	ANDEAN'S WINE-AGE CREMA CORPORAL	0	6218	Polifenoles de uva
9465	ESTRI-ATLAS	9	210	Alfa tocoferol
9465	ESTRI-ATLAS	9	863	Centella asiática
9465	ESTRI-ATLAS	9	1552	Elastina
9465	ESTRI-ATLAS	9	1943	Hialurónico ácido
9465	ESTRI-ATLAS	9	2137	Rosa mosqueta
9466	CEREVAX	0	859	Cefuroxima
9467	PRISTIQ	0	6219	Desvenlafaxina
9468	GLAFORNIL XR 1000	0	2185	Metformina
9469	VOLTAREN FCT RETARD	0	1158	Diclofenac sódico
9470	VOLTAREN SR	0	1158	Diclofenac sódico
9471	PLESSIR	0	6035	Eszopiclona
9472	SEROPHENE	0	959	Clomifeno citrato
9473	ZATIUM	0	4386	Pioglitazona
9474	AGREPLAT	0	4082	Clopidogrel
9475	CLOTRIMAZOL + BETAMETASONA	1	1039	Clotrimazol
9475	CLOTRIMAZOL + BETAMETASONA	2	619	Betametasona dipropionato
9476	GENTISAL	0	1728	Gentamicina
9477	KLINER	1	78	Hidroxipropilmetilcelulosa
9477	KLINER	2	1139	Dextrán
9478	NOTRIX	0	1429	Tobramicina
9479	OCULIX	0	1417	Timolol
9480	ORADIET	0	4054	Orlistat
9481	SANIPRESIN FORTE	0	3124	Losartán
9482	SANIPRESIN-D FORTE	1	3124	Losartán
9482	SANIPRESIN-D FORTE	2	22	Hidroclorotiazida
9483	GINKOMAX	0	1735	Ginkgo biloba
9484	INTELENCE	0	6138	Etravirina
9485	YONDELIS	0	6155	Trabectedina
9487	LUCENTIS	0	6106	Ranibizumab
9488	DURATOCIN	0	6225	Carbetocina
9490	PLURIAMIN	1	2805	Doxilamina
9490	PLURIAMIN	2	836	Piridoxina
9492	OLMETEC	0	5486	Olmesartán medoximil
9493	OLMETEC PLUS	1	5486	Olmesartán medoximil
9493	OLMETEC PLUS	2	22	Hidroclorotiazida
9495	NOPTIC	0	6035	Eszopiclona
9496	NUTRILON PREMIUM 3	9	497	Minerales
9496	NUTRILON PREMIUM 3	9	1514	Vitaminas
9498	CORVASOL	0	55	Acetilsalicílico ácido
9499	HEMOVAL	0	85	Hierro
9500	PERTIUM	0	4842	Nebivolol
9501	SOMNO XR	0	23	Zolpidem
9502	SENSEI	0	2167	Dimeticona
9503	ACTOS MET 15/500	1	4386	Pioglitazona
9503	ACTOS MET 15/500	2	2185	Metformina
9504	ACTOS MET 15/850	1	4386	Pioglitazona
9504	ACTOS MET 15/850	2	2185	Metformina
9508	REDOXON DOBLE ACCION	1	65	Ascórbico ácido
9508	REDOXON DOBLE ACCION	2	889	Cinc
9509	MIRANOVA	0	4732	Levonorgestrel + etinilestradiol
9517	SAGRAS	0	4054	Orlistat
9519	HASSAPIRIN FORTE	0	55	Acetilsalicílico ácido
9574	CARDIOPLUS AM	1	5486	Olmesartán medoximil
9574	CARDIOPLUS AM	2	2222	Amlodipina
9575	SUGAFOR NATURE	1	4762	Stevia rebaudiana Bertoni
9575	SUGAFOR NATURE	2	4636	Sucralosa
9576	SUGAFOR NATURE POLVO	0	4762	Stevia rebaudiana Bertoni
9581	ANDEAN'S OLIV-INTENSE CREMA DIA	0	2709	Aceite de oliva
9582	ANDEAN'S OLIV-INTENSE CREMA MANOS	0	2709	Aceite de oliva
9583	ANDEAN'S OLIV-INTENSE CREMA NOCHE	0	2709	Aceite de oliva
9584	ANDEAN'S OLIV-INTENSE JABON BARRA	0	2709	Aceite de oliva
9585	ANDEAN'S WINE-AGE CREMA DIA	0	2027	Vitis vinifera L.
9586	ANDEAN'S WINE-AGE CREMA MANOS	0	2027	Vitis vinifera L.
9587	ANDEAN'S WINE-AGE CREMA NOCHE	0	2027	Vitis vinifera L.
9588	ANDEAN'S WINE-AGE GEL DE DUCHA	0	2027	Vitis vinifera L.
9589	ANDEAN'S WINE-AGE JABON BARRA	0	2027	Vitis vinifera L.
9590	ANDEAN'S MURT-ACTIV CREMA DIA	9	6266	Flavonoides
9590	ANDEAN'S MURT-ACTIV CREMA DIA	9	6267	Asiático ácido
9591	CELU-ATLAS	9	735	Cafeína
9591	CELU-ATLAS	9	863	Centella asiática
9591	CELU-ATLAS	9	969	Hedera helix
9591	CELU-ATLAS	9	2365	Fucus vesiculosus L.
9591	CELU-ATLAS	9	3233	Ruscus aculeatus
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	91	Esteárico ácido
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	715	Pantenol
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	1329	Sodio hidróxido
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	1745	Glicerina
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	2167	Dimeticona
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	2771	Alcohol
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	2980	Carboxipolimetileno
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	4573	Borraja
9592	ISDIN NUTRAISDIN LOCION HIDRATANTE	9	5093	Aceite de aguacate
9593	ISDIN FOTOPROTECTOR ISDIN EXTREM 40	0	862	Factor de protección solar (FPS)
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	9	66	Benzoico ácido
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	9	1299	Sodio benzoato
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	9	1326	Sodio laurilsulfato
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	9	2487	Potasio sorbato
9594	ISDIN GERMISDIN HIGIENE CORPORAL P.SECA	9	2679	Alcohol isopropílico
9595	LANZOPRAL HELI-PACK	1	2977	Lansoprazol
9595	LANZOPRAL HELI-PACK	2	314	Amoxicilina
9595	LANZOPRAL HELI-PACK	3	923	Claritromicina
9598	NEXIPRAM	0	5094	Escitalopram
9600	OLEANZ 5	0	3915	Olanzapina
9601	OLEANZ 10	0	3915	Olanzapina
9602	QUTIPIN 25	0	4140	Quetiapina
9603	QUTIPIN 100	0	4140	Quetiapina
9604	FITOFLAVONA	0	5942	Soja isoflavones
9605	HEDILAR FORTE	0	969	Hedera helix
9606	ADOLEX	1	1934	Cetilpiridinio
9606	ADOLEX	2	171	Alantoína
9607	AFTAGEL BUCAL	1	596	Benzocaína
9607	AFTAGEL BUCAL	2	1934	Cetilpiridinio
9607	AFTAGEL BUCAL	3	715	Pantenol
9608	BACITRACINA NEOMICINA	1	525	Bacitracina
9608	BACITRACINA NEOMICINA	2	553	Neomicina
9608	BACITRACINA NEOMICINA	3	889	Cinc
9609	BEBEGESIC SOLUCION TOPICA 2%	0	346	Lidocaína
9610	CEFADOL COMPRIMIDOS RECUBIERTOS	9	735	Cafeína
9610	CEFADOL COMPRIMIDOS RECUBIERTOS	9	1575	Ergotamina
9610	CEFADOL COMPRIMIDOS RECUBIERTOS	9	1785	Dipirona
9610	CEFADOL COMPRIMIDOS RECUBIERTOS	9	2465	Clorfeniramina
9611	COLICOR COMPRIMIDOS	1	714	Papaverina
9611	COLICOR COMPRIMIDOS	2	365	Atropina
9612	DENTILIM SOLUCION PARA COLUTORIO 0,1%	0	1014	Clorhexidina
9613	DERMALIV CREMA TOPICA	9	183	Triclosán
9613	DERMALIV CREMA TOPICA	9	194	Alcanfor
9613	DERMALIV CREMA TOPICA	9	449	Mentol
9613	DERMALIV CREMA TOPICA	9	596	Benzocaína
9614	DEUCODOL COMPRIMIDOS RECUBIERTOS	0	128	Ibuprofeno
9615	ENER B 10.000 SOLUCION INYECTABLE	1	1404	Tiamina
9615	ENER B 10.000 SOLUCION INYECTABLE	2	836	Piridoxina
9615	ENER B 10.000 SOLUCION INYECTABLE	3	872	Cianocobalamina
9616	FULLGRIP DIA Y NOCHE	1	740	Paracetamol
9616	FULLGRIP DIA Y NOCHE	2	2062	Seudoefedrina
9616	FULLGRIP DIA Y NOCHE	3	2465	Clorfeniramina
9617	FULLGRIP COMPRIMIDOS RECUBIERTOS	1	740	Paracetamol
9617	FULLGRIP COMPRIMIDOS RECUBIERTOS	2	2062	Seudoefedrina
9617	FULLGRIP COMPRIMIDOS RECUBIERTOS	3	2465	Clorfeniramina
9619	KETOCONAZOL SHAMPOO 2%	0	238	Ketoconazol
9620	LUVIS LAGRIMAS ARTIFICIALES	0	78	Hidroxipropilmetilcelulosa
9621	NOLAIS SHAMPOO 1%	0	774	Permetrina
9622	PHARMALATUM SOLUCION PARA INHALACION	1	473	Metilo salicilato
9622	PHARMALATUM SOLUCION PARA INHALACION	2	194	Alcanfor
9622	PHARMALATUM SOLUCION PARA INHALACION	3	449	Mentol
9623	PLU-TOS JARABE	1	531	Clofedianol
9623	PLU-TOS JARABE	2	692	Bromhexina
9624	SALVACOLL COMPRIMIDOS 2MG	0	390	Loperamida
9625	SENTUAL PERIODO	1	740	Paracetamol
9625	SENTUAL PERIODO	2	2811	Pamabrom
9625	SENTUAL PERIODO	3	2001	Mepiramina
9626	TRUASINOL	0	107	Mefenámico ácido
9641	CHELTIN IV	0	3905	Hierro sacarato
9642	IBADROX	0	4827	Ibandrónico ácido
9645	ONGLYZA	0	6264	Saxagliptina
9646	CABERTRIX	0	3038	Cabergolina
9647	PREBICTAL	0	5493	Pregabalina
9648	REVLIMID	0	6045	Lenalidomida
9649	USENTA	0	6006	Bosentano
9651	IBU KITADOL	1	128	Ibuprofeno
9651	IBU KITADOL	2	740	Paracetamol
9652	IMIX	0	4359	Moxifloxacina
9653	TERBINAFINA	0	2613	Terbinafina
9654	ZOPINON	0	6035	Eszopiclona
9655	PREVENAR 13	0	4729	Vacuna antineumocócica conjugada
9660	ACTEMRA	0	6192	Tocilizumab
9661	BONVIVA	0	4827	Ibandrónico ácido
9662	DIAPRESAN LP	0	2130	Trazodona
9669	PECTOX	0	969	Hedera helix
9692	DIABETYL XR 500	0	2185	Metformina
9693	FLORALITE	9	1305	Sodio citrato
9693	FLORALITE	9	1306	Sodio cloruro
9693	FLORALITE	9	1754	Glucosa
9693	FLORALITE	9	2361	Potasio citrato
9694	ANACIN MAX	1	55	Acetilsalicílico ácido
9694	ANACIN MAX	2	740	Paracetamol
9694	ANACIN MAX	3	735	Cafeína
9701	CARDIOASPIRINA EC	0	55	Acetilsalicílico ácido
9702	TINELLE	1	6217	Dienogest
9702	TINELLE	2	1659	Etinilestradiol
9703	PERCUTAFEINE	0	735	Cafeína
9704	CLOZAPINA	0	2552	Clozapina
9708	DERMOPAN LIQUIDO	0	2914	Avena
9710	LACTAFEM	0	153	Desogestrel
9711	FOLVIT	0	97	Fólico ácido
9712	NUTRILON OMNEO	9	47	Acidos grasos esenciales
9712	NUTRILON OMNEO	9	1233	Proteínas
9712	NUTRILON OMNEO	9	1760	Glúcidos
9712	NUTRILON OMNEO	9	3711	Oligosacáridos
9714	AZARGA	1	4174	Brinzolamida
9714	AZARGA	2	1417	Timolol
9715	QUETIDIN XR	0	4140	Quetiapina
9717	MEDBLOCK SPF 50+	0	862	Factor de protección solar (FPS)
9718	VANIQA	0	6020	Eflornitina
9719	BIAFINE EMULSION	0	4516	Trolamina
9720	DESMO-C SOLUCION NASAL PARA NEBULIZACION	0	1122	Desmopresina
9721	LACTOMOL-D	1	4582	Lactasa
9721	LACTOMOL-D	2	1508	Vitamina D
9722	SODERMIX CREMA	0	3667	Superóxido dismutasa
9723	COR	0	4822	Esomeprazol
9725	TRAUMAPLANT	0	6177	Symphytum officinale L.
9726	ULCRUX	0	653	Omeprazol
9727	VALINOR	0	3124	Losartán
9728	KREDIT	0	4396	Levetiracetam
9729	LERVITAN	0	5476	Duloxetina
9730	SESSOR	0	6020	Eflornitina
9731	DAZOLIN ODT	0	4075	Donepecilo
9732	ALUMBRA	0	500	Misoprostol
9733	ENERDAY 6 HORAS	1	1902	Complejo vitamínico B
9733	ENERDAY 6 HORAS	2	735	Cafeína
9733	ENERDAY 6 HORAS	3	1372	Taurina
9734	DELITAN	1	4752	Estrógenos esterificados
9734	DELITAN	2	1166	Metiltestosterona
9735	GINEFOLIN	1	1600	Estradiol
9735	GINEFOLIN	2	624	Noretisterona
9736	GINOTEX	1	1600	Estradiol
9736	GINOTEX	2	5127	Trimegestona
9737	GINOTEX CC	1	1600	Estradiol
9737	GINOTEX CC	2	5127	Trimegestona
9738	MACTEX	0	1827	Norgestimato + etinilestradiol
9739	TENVATIL	0	1465	Trihexifenidilo
9741	CLONAZEPAM	0	961	Clonazepam
9743	ALENYS	0	2626	Fluticasona
9745	ARENDAL D3	1	3001	Alendronato
9745	ARENDAL D3	2	2136	Vitamina D3
9746	RUX	0	5161	Rosuvastatina
9748	NUTRILON AR	9	497	Minerales
9748	NUTRILON AR	9	1514	Vitaminas
9749	NUTRILON HA	9	6369	Proteína de suero
9749	NUTRILON HA	9	6370	Acidos grasos poliinsaturados de cadena larga
9750	SENSICLEAN H2O	9	171	Alantoína
9750	SENSICLEAN H2O	9	945	Polietilenglicol
9750	SENSICLEAN H2O	9	1745	Glicerina
9750	SENSICLEAN H2O	9	2916	Manzanilla
9752	VIVIMEX	0	3688	Memantina
9756	ABRAXIL	0	1996	Doxiciclina
9757	LEODRIN 70 DUO BITERAPIA	1	3001	Alendronato
9757	LEODRIN 70 DUO BITERAPIA	2	741	Calcio
9757	LEODRIN 70 DUO BITERAPIA	3	2136	Vitamina D3
9758	VEXA 20	0	5128	Drospirenona + etinilestradiol
9759	MENUIX	0	6042	Rasagilina
9760	AZIBAY	0	2567	Azitromicina
9761	CLARIBAY	0	923	Claritromicina
9762	VINTIX	0	1271	Saccharomyces boulardii
9763	CIRIAX	0	899	Ciprofloxacina
9764	VANTUX MAX	9	479	Metionina
9764	VANTUX MAX	9	791	Pantoténico ácido
9764	VANTUX MAX	9	889	Cinc
9764	VANTUX MAX	9	2310	Biotina
9764	VANTUX MAX	9	2359	Cisteína
9765	PARENQUIL	0	2847	Hidroxicloroquina
9766	KETOROLACO	0	245	Ketorolac
9768	METFORMINA	0	2185	Metformina
9769	PARACETAMOL	0	740	Paracetamol
9770	MEMOREX	9	45	Acetilglutamina
9770	MEMOREX	9	836	Piridoxina
9770	MEMOREX	9	2746	GABA
9770	MEMOREX	9	2865	GABOB
9771	RINOFILAX-D	1	4831	Desloratadina
9771	RINOFILAX-D	2	2062	Seudoefedrina
9772	ILTUX	0	5486	Olmesartán medoximil
9773	VIDAZA	0	5908	Azacitidina
9774	MOVIPLUS	0	2142	Difenidol
9775	DOLIPRAN	0	5895	Frovatriptán
9776	MANOL PLUS	0	24	Tramadol
9777	ALDARA	0	4128	Imiquimod
9782	LUVAT	0	3580	Fluvoxamina
9783	ACICLOVIR	0	160	Aciclovir
9784	ACIDO MEFENAMICO	0	107	Mefenámico ácido
9785	ALPRAZOLAM	0	229	Alprazolam
9786	AMBROXOL	0	264	Ambroxol
9787	AMLODIPINO	0	2222	Amlodipina
9788	ANOVULATORIOS MICRODOSIS	0	4732	Levonorgestrel + etinilestradiol
9789	ATENOLOL	0	364	Atenolol
9790	AZITROMICINA	0	2567	Azitromicina
9791	CAPTOPRIL	0	799	Captopril
9792	CARVEDILOL	0	2161	Carvedilol
9793	CICLOBENZAPRINA CLORH.	0	873	Ciclobenzaprina
9794	CINARIZINA	0	887	Cinarizina
9795	CIPROFLOXACINO	0	899	Ciprofloxacina
9796	CLOBETASOL	0	942	Clobetasol
9797	CLOTRIMAZOL	0	1039	Clotrimazol
9798	CLOTRIMAZOL + BETAMETAZONA	1	1039	Clotrimazol
9798	CLOTRIMAZOL + BETAMETAZONA	2	616	Betametasona
9799	DOMPERIDONA	0	1221	Domperidona
9800	ENALAPRIL	0	1556	Enalapril
9801	FAMOTIDINA	0	1674	Famotidina
9802	FLUOXETINA	0	1637	Fluoxetina
9803	GRISEOFULVINA	0	1768	Griseofulvina
9804	KETOPROFENO	0	241	Ketoprofeno
9805	LEVONORGESTREL	0	635	Levonorgestrel
9806	LOPERAMIDA	0	390	Loperamida
9807	LORATADINA	0	396	Loratadina
9808	LOSARTAN POTASICO	0	3124	Losartán
9809	MELOXICAM	0	3058	Meloxicam
9810	METFORMINA	0	2185	Metformina
9811	NAPROXENO	0	542	Naproxeno
9812	NIMESULIDA	0	588	Nimesulida
9813	PENTOXIFILINA	0	769	Pentoxifilina
9814	PROPANOLOL	0	2493	Propanolol
9815	SALBUTAMOL	0	1272	Salbutamol
9816	SERTRALINA	0	1630	Sertralina
9817	TIMOLOL	0	1417	Timolol
9818	VI CLARO	0	522	Nafazolina
9819	ALGIASOL FORTE	0	128	Ibuprofeno
9820	DESLORATADINA	0	4831	Desloratadina
9821	FINAGRIP	1	128	Ibuprofeno
9821	FINAGRIP	2	2062	Seudoefedrina
9821	FINAGRIP	3	2465	Clorfeniramina
9822	DETRUSITOL SR	0	4081	Tolterodina
9823	EPIDUO	1	3914	Adapaleno
9823	EPIDUO	2	599	Benzoílo peróxido
9824	VIRTA	0	6131	Pelargonium sidoides extracto
9825	OFTAFILM	0	3076	Sodio hialuronato
9826	FRESHCLEAR	0	1695	Fenilefrina
9827	ISDIN BETALFATRUS	1	3692	Equisetum arvense L.
9827	ISDIN BETALFATRUS	2	3621	Metano
9828	ISDIN UREADIN RX 40 GEL OIL EXFOLIANTE	0	1480	Urea
9829	DIOTENSIL	0	1556	Enalapril
9830	GENIOL CAF	1	740	Paracetamol
9830	GENIOL CAF	2	735	Cafeína
9831	PEARLS ACIDOPHILUS	1	6068	Probióticos
9831	PEARLS ACIDOPHILUS	2	2018	Lactobacillus acidophilus
9831	PEARLS ACIDOPHILUS	3	196	Bifidobacterium longum
9832	PEARLS IC	9	196	Bifidobacterium longum
9832	PEARLS IC	9	2018	Lactobacillus acidophilus
9832	PEARLS IC	9	5301	Bifidobacterium bifidum
9832	PEARLS IC	9	6068	Probióticos
9833	CALCIUM SANDOZ EFT	1	784	Calcio gluconato
9833	CALCIUM SANDOZ EFT	2	794	Calcitriol
9834	LOUTEN T	1	3244	Latanoprost
9834	LOUTEN T	2	1417	Timolol
9835	DOLGEX	0	128	Ibuprofeno
9836	HELPIN LIQUICAPS	0	4056	Sildenafil
9837	CUBICIN	0	5894	Daptomicina
9838	SUPRIMUN	0	3273	Micofenolato mofetilo
9839	REVOLADE	0	6297	Eltrombopag
9845	GENIOL DIA	9	65	Ascórbico ácido
9845	GENIOL DIA	9	639	Noscapina
9845	GENIOL DIA	9	735	Cafeína
9845	GENIOL DIA	9	740	Paracetamol
9846	GENIOL NOCHE	9	65	Ascórbico ácido
9846	GENIOL NOCHE	9	639	Noscapina
9846	GENIOL NOCHE	9	735	Cafeína
9846	GENIOL NOCHE	9	740	Paracetamol
9846	GENIOL NOCHE	9	2465	Clorfeniramina
9847	AREL	0	5094	Escitalopram
9848	DUCETEN CAPSULAS	0	5476	Duloxetina
9849	COLON OK BALANCE	0	2797	Policarbófilo
9851	TENSIVEL	0	3124	Losartán
9852	BOOSTRIX	0	5115	Vacuna triple acelular
9853	EVAFEM 20	1	3507	Clormadinona
9853	EVAFEM 20	2	1659	Etinilestradiol
9859	DUBLINA	0	898	Ciprofibrato
9860	PRIVEX	0	880	Ciclopirox
9861	NASAKID	0	1306	Sodio cloruro
9862	ARTREN SUSPENSION	0	1164	Diclofenac
9863	HASSAPIRIN CAF	1	55	Acetilsalicílico ácido
9863	HASSAPIRIN CAF	2	735	Cafeína
9864	GEA ASTAXANTINA	0	6340	Astaxantina
9865	ZAVIANA FS	0	23	Zolpidem
9866	ANDEAN'S WINE CREMA DIA-NOCHE	0	6218	Polifenoles de uva
9867	EMOLAN FOTOPROTECTOR MINERAL FPS 50	0	2029	Titanio dióxido
9868	EMOLAN GEL PROTECTOR SOLAR SPF 30	1	6171	Tinosorb S
9868	EMOLAN GEL PROTECTOR SOLAR SPF 30	2	6341	Antileukina-6
9869	EMOLAN PROTECTOR SOLAR BEBE SPF 50+	0	2029	Titanio dióxido
9870	EMOLAN PROTECTOR SOLAR BEBE FPS 50	0	2029	Titanio dióxido
9871	PLENAIR	0	4049	Montelukast
9872	ULCRATEX HP TRITERAPIA	1	314	Amoxicilina
9872	ULCRATEX HP TRITERAPIA	2	4822	Esomeprazol
9872	ULCRATEX HP TRITERAPIA	3	923	Claritromicina
9873	CEFIN	0	238	Ketoconazol
9874	HIBOR	0	4833	Bemiparina
9875	NASTIGRIP	1	2465	Clorfeniramina
9875	NASTIGRIP	2	735	Cafeína
9875	NASTIGRIP	3	740	Paracetamol
9876	ACIFIN	1	404	Magaldrato
9876	ACIFIN	2	1291	Simeticona
9878	BIXON	0	5693	Lactobacillus casei
9879	CAPTOPRIL	0	799	Captopril
9880	DICLOFENACO	0	1158	Diclofenac sódico
9881	MINOVOR	0	1614	Fluconazol
9882	MINTALUB	1	473	Metilo salicilato
9882	MINTALUB	2	449	Mentol
9883	NIFEDIPINO	0	576	Nifedipina
9886	SIMCOR	0	5161	Rosuvastatina
9887	GESIDOL ADULTO	0	740	Paracetamol
9888	JALRA	0	6151	Vildagliptina
9889	JALRA M	1	6151	Vildagliptina
9889	JALRA M	2	2185	Metformina
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	9	2029	Titanio dióxido
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	9	2617	Butilmetoxidibenzoilmetano
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	9	4635	Octocrileno
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	9	6171	Tinosorb S
9891	CYCLOBIOL	0	1600	Estradiol
9892	CICLOMEX-20 CD	0	3986	Etinilestradiol + gestodeno
9893	CICLOMEX CD	0	3986	Etinilestradiol + gestodeno
9894	EMOLAN GEL HIGIENE INTIMA	1	106	Láctico ácido
9894	EMOLAN GEL HIGIENE INTIMA	2	6343	Bioecolia
9895	CAPRIMIDA D CITRATO	1	761	Calcio citrato
9895	CAPRIMIDA D CITRATO	2	1508	Vitamina D
9896	IVERX	0	4062	Ivermectina
9897	SOPHIXIN DX OFTENO	1	899	Ciprofloxacina
9897	SOPHIXIN DX OFTENO	2	1127	Dexametasona
9898	VALERIX	1	1600	Estradiol
9898	VALERIX	2	6217	Dienogest
9899	GENTALYN COLAGENO	1	1728	Gentamicina
9899	GENTALYN COLAGENO	2	1066	Colágeno
9900	POENCAINA	0	1218	Proparacaína
9901	NEORESOTYL	0	6137	Armodafinilo
9902	CICLIDON 20 CD	0	1123	Desogestrel + etinilestradiol
9903	RECAXIN DUO	1	4827	Ibandrónico ácido
9903	RECAXIN DUO	2	741	Calcio
9903	RECAXIN DUO	3	2136	Vitamina D3
9904	ANALGEX GOTAS	0	24	Tramadol
9905	FLUIDOX FORTE	0	969	Hedera helix
9906	RIGINAL	0	790	Pinaverio bromuro
9907	NABILA	0	4842	Nebivolol
9908	PARMITAL	0	4139	Pramipexol
9911	ENERDAY 6 HORAS DECAF	1	1902	Complejo vitamínico B
9911	ENERDAY 6 HORAS DECAF	2	699	Ginseng
9912	ENERDAY 6 HORAS EXTRA FUERTE	1	1902	Complejo vitamínico B
9912	ENERDAY 6 HORAS EXTRA FUERTE	2	735	Cafeína
9914	LEVITRA ODT	0	5281	Vardenafil
9915	LUCIARA	0	6366	Triglicérido caprílico
9916	QLAIRA	1	1600	Estradiol
9916	QLAIRA	2	6217	Dienogest
9917	FLANAX / FLANAX FORTE	0	542	Naproxeno
9918	ALGIASOL	0	128	Ibuprofeno
9919	FLEMILAR	0	969	Hedera helix
9921	PIESAN	0	1039	Clotrimazol
9923	CONDROSULF DUO FORTE	1	4659	Condroitinsulfato
9923	CONDROSULF DUO FORTE	2	1090	Glucosamina
9925	OLTAN	0	5486	Olmesartán medoximil
9928	FINALGEN	0	1266	Finasteride
9957	MICARDIS AMLO	1	4217	Telmisartán
9957	MICARDIS AMLO	2	2222	Amlodipina
9959	SIFROL ER	0	4139	Pramipexol
9964	ADOLEX PLUS	1	1934	Cetilpiridinio
9964	ADOLEX PLUS	2	171	Alantoína
9964	ADOLEX PLUS	3	639	Noscapina
9965	D'NENITOS	1	654	Vitamina A
9965	D'NENITOS	2	1508	Vitamina D
9965	D'NENITOS	3	889	Cinc
9966	DIRTOP MASTICABLE	0	4056	Sildenafil
9968	FLUTOX JARABE	0	692	Bromhexina
9969	FLUTOX FORTE	0	692	Bromhexina
9970	FULTAT	0	2975	Lisina clonixinato
9972	LUMDOL	1	740	Paracetamol
9972	LUMDOL	2	128	Ibuprofeno
9973	MENTOFLAM POMO	1	2060	Fenilbutazona
9973	MENTOFLAM POMO	2	473	Metilo salicilato
9973	MENTOFLAM POMO	3	449	Mentol
9974	MI VIT-C	0	65	Ascórbico ácido
9975	NULACID	1	420	Magnesio hidróxido
9975	NULACID	2	254	Aluminio hidróxido
9975	NULACID	3	1291	Simeticona
9976	OSVICAL CALCIO-D	1	741	Calcio
9976	OSVICAL CALCIO-D	2	2136	Vitamina D3
9977	PAZBRONQ	0	264	Ambroxol
9978	PHARMALATUM UNGÜENTO TOPICO	1	473	Metilo salicilato
9978	PHARMALATUM UNGÜENTO TOPICO	2	194	Alcanfor
9978	PHARMALATUM UNGÜENTO TOPICO	3	449	Mentol
9979	SENS GEL INTIMO	1	1225	Propilenglicol
9979	SENS GEL INTIMO	2	78	Hidroxipropilmetilcelulosa
9979	SENS GEL INTIMO	3	66	Benzoico ácido
9980	QUASSIA SHAMPOO	0	6348	Cuasia amara
9981	ULPRAZOL	0	653	Omeprazol
