"DESCRIPTIONID_VTM"	"VTM"	"DESCRIPTIONID_VMP"	"VMP"
"7148901000999111"	"PREPARADO CON LORATADINA Y AMBROXOL"	"7149001000999117"	"LORATADINA 5 MG AMBROXOL 30 MG COMPRIMIDO"
"7149111000999115"	"PREPARADO CON POLIETILENGLICOL"	"11042051000999115"	"POLIETILENGLICOL 17 GR/SOBRE POLVO EN SOBRES"
"7149321000999112"	"PREPARADO CON POLIETILENGLICOL 4000"	"12791551000999112"	"POLIETILENGLICOL 4000 20% SOLUCION EN ENVASE DE 50 ML"
"7151101000999117"	"PREPARADO CON ESCINA"	"10538081000999119"	"ESCINA 50 MG CAPSULA"
"7151101000999117"	"PREPARADO CON ESCINA"	"11027701000999116"	"ESCINA 10 MG/G GEL EN ENVASE DE 50 GR"
"7151101000999117"	"PREPARADO CON ESCINA"	"7151161000999116"	"ESCINA 250 MG COMPRIMIDO LIBERACION MODIFICADA"
"7151121000999114"	"PREPARADO CON ESCINA Y HESPERIDINA"	"7151141000999115"	"ESCINA 20 MG HESPERIDINA 6 MG COMPRIMIDO"
"7151121000999114"	"PREPARADO CON ESCINA Y HESPERIDINA"	"7151211000999112"	"ESCINA 60 MG HESPERIDINA 18 MG COMPRIMIDO"
"7151261000999110"	"PREPARADO CON TROXERUTINA"	"6956811000999119"	"TROXERRUTINA 1000 MG COMPRIMIDO"
"7151261000999110"	"PREPARADO CON TROXERUTINA"	"6956881000999113"	"TROXERRUTINA 300 MG COMPRIMIDO"
"7151261000999110"	"PREPARADO CON TROXERUTINA"	"6956901000999110"	"TROXERUTINA 500 MG COMPRIMIDO"
"7151301000999119"	"PREPARADO CON ESCINA Y TROXERUTINA"	"7151281000999118"	"ESCINA 20 MG TROXERUTINA 1000 MG COMPRIMIDO"
"7151301000999119"	"PREPARADO CON ESCINA Y TROXERUTINA"	"7151351000999115"	"ESCINA 20 MG TROXERUTINA 500 MG COMPRIMIDO"
"7151461000999111"	"PREPARADO CON ERGOTAMINA Y CLONIXINA"	"7181991000999119"	"ERGOTAMINA 1 MG CLONIXINATO DE LISINA 125 MG COMPRIMIDO"
"7151541000999113"	"PREPARADO CON ERGOTAMINA Y METAMIZOL SODICO"	"11044731000999119"	"ERGOTAMINA 1 MG METAMIZOL SODICO 500 MG SUPOSITORIO"
"7151541000999113"	"PREPARADO CON ERGOTAMINA Y METAMIZOL SODICO"	"7151581000999115"	"ERGOTAMINA 1 MG METAMIZOL SODICO 400 MG COMPRIMIDO"
"7151631000999117"	"PREPARADO CON ETILEFRINA"	"10370931000999118"	"ETILEFRINA 10 MG/ML SOLUCION EN AMPOLLA DE 1 ML"
"7151631000999117"	"PREPARADO CON ETILEFRINA"	"10521331000999114"	"ETILEFRINA 7.5 MG/ML, SOLUCION EN FRASCO GOTERO DE 20 ML"
"7151631000999117"	"PREPARADO CON ETILEFRINA"	"10698191000999119"	"ETILEFRINA 25 MG CAPSULA"
"7151631000999117"	"PREPARADO CON ETILEFRINA"	"7151661000999113"	"ETILEFRINA 5 MG COMPRIMIDO"
"7151631000999117"	"PREPARADO CON ETILEFRINA"	"7151691000999118"	"ETILEFRINA 50 MG COMPRIMIDO"
"7151771000999111"	"PREPARADO CON ETILMORFINA"	"7151791000999112"	"ETILMORFINA 30 MG COMPRIMIDO"
"7151841000999110"	"PREPARADO CON FENAZOPIRIDINA"	"10321541000999111"	"FENAZOPIRIDINA 200 MG COMPRIMIDO"
"7151841000999110"	"PREPARADO CON FENAZOPIRIDINA"	"10434991000999115"	"FENAZOPIRIDINA 95 MG COMPRIMIDO"
"7151861000999114"	"PREPARADO CON FENAZOPIRIDINA Y  ACIDO PIPEMIDICO"	"10456511000999114"	"FENAZOPIRIDINA 100 MG ACIDO PIPEMIDICO 400 MG CAPSULA"
"7151931000999110"	"PREPARADO CON FOSFATIDILCOLINA"	"10267951000999110"	"FOSFATIDILCOLINA 1000MG, COMPRIMIDO"
"7151931000999110"	"PREPARADO CON FOSFATIDILCOLINA"	"10267981000999115"	"FOSFATIDILCOLINA 550MG, COMPRIMIDO"
"7151931000999110"	"PREPARADO CON FOSFATIDILCOLINA"	"10457641000999112"	"FOSFATIDILCOLINA 540 MG, CAPSULA"
"7151931000999110"	"PREPARADO CON FOSFATIDILCOLINA"	"7152091000999117"	"FOSFATIDILCOLINA 1200 MG COMPRIMIDO"
"7151931000999110"	"PREPARADO CON FOSFATIDILCOLINA"	"7152101000999110"	"FOSFATIDILCOLINA 500 MG COMPRIMIDO"
"7152231000999113"	"PREPARADO CON GINKGO BILOBA"	"6899101000999118"	"GINKGO BILOBA 120 MG COMPRIMIDO"
"7152231000999113"	"PREPARADO CON GINKGO BILOBA"	"6899141000999116"	"GINKGO BILOBA 30 MG COMPRIMIDO"
"7152231000999113"	"PREPARADO CON GINKGO BILOBA"	"6901561000999117"	"GINKGO BILOBA 40 MG COMPRIMIDO"
"7152231000999113"	"PREPARADO CON GINKGO BILOBA"	"6901581000999114"	"GINKGO BILOBA 400 MG COMPRIMIDO"
"7152231000999113"	"PREPARADO CON GINKGO BILOBA"	"6901641000999115"	"GINKGO BILOBA 80 MG COMPRIMIDO"
"7152281000999114"	"PREPARADO CON GINKGO BILOBA Y FOSFOLIPIDOS"	"7152291000999112"	"GINKGO BILOBA 40 MG FOSFOLIPIDOS 50 MG COMPRIMIDO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"5405261000999117"	"CLOBAZAM 10 MG COMPRIMIDO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887491000999112"	"CLOBAZAM 1 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887561000999116"	"CLOBAZAM 0,2 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887581000999113"	"CLOBAZAM 0,5 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887601000999116"	"CLOBAZAM 1,3 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887731000999115"	"CLOBAZAM 1,5 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887781000999119"	"CLOBAZAM 2 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887801000999115"	"CLOBAZAM 2,5 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887841000999118"	"CLOBAZAM 5 MG SELLO"
"7152351000999112"	"PREPARADO CON CLOBAZAM"	"6887861000999119"	"CLOBAZAM 20 MG COMPRIMIDO"
"7153361000999119"	"PREPARADO CON MAGNESIO"	"7153401000999111"	"MAGNESIO 100 MG COMPRIMIDO"
"7153361000999119"	"PREPARADO CON MAGNESIO"	"7153421000999119"	"MAGNESIO 103 MG COMPRIMIDO"
"7153361000999119"	"PREPARADO CON MAGNESIO"	"7153431000999116"	"MAGNESIO 400 MG COMPRIMIDO"
"7153561000999113"	"PREPARADO CON MAGNESIO Y GINSENG"	"7153641000999110"	"MAGNESIO 103 MG GINSENG 125 MG COMPRIMIDO"
"7153581000999116"	"PREPARADO CON MEDROGESTONA"	"7153831000999119"	"MEDROGESTONA 5 MG COMPRIMIDO"
"7153591000999118"	"PREPARADO CON MECOBALAMINA"	"7153781000999110"	"MECOBALAMINA 0,5 MG COMPRIMIDO"
"7153741000999117"	"PREPARADO CON CLEBOPRIDA"	"11059621000999113"	"CLEBOPRIDA 0.1 MG/ML SOLUCION ORAL EN ENVASE DE 200 ML"
"7153741000999117"	"PREPARADO CON CLEBOPRIDA"	"7160581000999115"	"CLEBOPRIDA 0.5 MG COMPRIMIDO"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"10368261000999111"	"SIMETICONA 40 MG/ML SOLUCION EN FRASCO DE 30 ML"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"10534971000999113"	"SIMETICONA 750 MG/5 ML SUSPENSION ORAL EN ENVASE DE 60 ML"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"10534991000999114"	"SIMETICONA 750 MG/5 ML SUSPENSION ORAL EN ENVASE DE 150 ML"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"10604421000999119"	"SIMETICONA 100 MG/ML SOLUCION EN FRASCO GOTERO DE 30 ML"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"6920491000999111"	"SIMETICONA 150 MG COMPRIMIDO"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"6920591000999110"	"SIMETICONA 200 MG COMPRIMIDO"
"7153751000999115"	"PREPARADO CON SIMETICONA"	"6920651000999116"	"SIMETICONA 250 MG COMPRIMIDO"
"7153761000999118"	"PREPARADO CON SIMETICONA Y CLEBOPRIDA"	"10426491000999117"	"SIMETICONA 200 MG CLEBOPRIDA 0.68 MG CAPSULA"
"7153951000999117"	"PREPARADO CON PRIDINOL"	"9379511000999112"	"PRIDINOL 4 MG COMPRIMIDO"
"7154001000999119"	"PREPARADO CON MELOXICAM Y PRIDINOL"	"7154011000999116"	"MELOXICAM 15 MG  PRIDINOL 4 MG COMPRIMIDO"
"7154091000999113"	"PREPARADO CON TIAMINA Y ESCINA"	"7154081000999110"	"TIAMINA 1 MG ESCINA 20 MG COMPRIMIDO"
"7154211000999110"	"PREPARADO CON METADONA"	"10368901000999116"	"METADONA 20 MG/ML SOLUCION EN FRASCO DE 50 ML"
"7154211000999110"	"PREPARADO CON METADONA"	"10371541000999110"	"METADONA 1 MG/ML SOLUCION EN FRASCO"
"7154211000999110"	"PREPARADO CON METADONA"	"10376281000999112"	"METADONA 10 MG/ML, SOLUCION EN FRASCO"
"7154211000999110"	"PREPARADO CON METADONA"	"10432131000999112"	"METADONA 5 MG COMPRIMIDO"
"7154211000999110"	"PREPARADO CON METADONA"	"10521101000999117"	"METADONA 3 MG/ML SOLUCION ORAL POR ML"
"7154211000999110"	"PREPARADO CON METADONA"	"10629521000999113"	"METADONA 2MG/ML SOLUCION EN ENVASE DE 1 ML"
"7154211000999110"	"PREPARADO CON METADONA"	"11169221000999111"	"METADONA 20 MG/ML, SOLUCION EN FRASCO DE 1 ML"
"7154211000999110"	"PREPARADO CON METADONA"	"6804611000999112"	"METADONA 10 MG COMPRIMIDO"
"7154211000999110"	"PREPARADO CON METADONA"	"7154241000999114"	"METADONA 40 MG COMPRIMIDO"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"10278541000999113"	"METAMIZOL SODICO 280 MG, SCOPOLAMINA 10 MG, COMPRIMIDO"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"10538861000999117"	"METAMIZOL SODICO 333.4 MG/ML SCOPOLAMINA 6.67 MG/ML SOLUCION ORAL EN GOTERO DE 20 ML"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"10763811000999119"	"METAMIZOL SODICO 2000 MG/5 ML ESCOPOLAMINA 10 MG/5 ML SOLUCION EN AMPOLLA"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"10787361000999116"	"DIPIRONA 250 MG ESCOPOLAMINA 10 MG COMPRIMIDO"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"10787441000999110"	"DIPIRONA 2500 MG/5 ML ESCOPOLAMINA 20 MG/5 ML SOLUCION EN AMPOLLA"
"7154271000999119"	"PREPARADO CON METAMIZOL SODICO Y ESCOPOLAMINA"	"7154311000999119"	"METAMIZOL SODICO 300 MG SCOPOLAMINA 100 MG COMPRIMIDO"
"7154381000999113"	"PREPARADO CON METAMIZOL SODICO Y CAFEINA"	"7154401000999113"	"METAMIZOL SODICO 400 MG CAFEINA 100 MG COMPRIMIDO"
"7154531000999119"	"PREPARADO CON METAMIZOL SODICO Y DOMPERIDONA"	"7154551000999113"	"METAMIZOL SODICO 400 MG DOMPERIDONA 7 MG COMPRIMIDO"
"7154571000999116"	"PREPARADO CON METAMIZOL SODICO Y PIROXICAM"	"7154591000999115"	"METAMIZOL SODICO 400 MG PIROXICAM 10 MG COMPRIMIDO"
"7154611000999113"	"PREPARADO CON METAMIZOL SODICO Y TIAMINA"	"7154631000999115"	"METAMIZOL SODICO 400 MG TIAMINA 50 MG COMPRIMIDO"
"7154661000999111"	"PREPARADO CON METAMIZOL SODICO Y METOCLOPRAMIDA"	"7154691000999116"	"METAMIZOL SODICO 500 MG METOCLOPRAMIDA 7,5 MG COMPRIMIDO"
"7154741000999119"	"PREPARADO CON METAMIZOL SODICO Y TETRACICLINA"	"10277791000999111"	"METAMIZOL SODICO 500 MG, TETRACICLINA 250 MG, COMPRIMIDO"
"7154741000999119"	"PREPARADO CON METAMIZOL SODICO Y TETRACICLINA"	"7154771000999114"	"METAMIZOL SODICO 400 MG TETRACICLINA 250 MG COMPRIMIDO"
"7154831000999116"	"PREPARADO CON MILNACIPRAN"	"10440041000999119"	"MILNACIPRAN 25 MG CAPSULA"
"7154831000999116"	"PREPARADO CON MILNACIPRAN"	"10440111000999119"	"MILNACIPRAN 50 MG CAPSULA"
"7155011000999115"	"PREPARADO CON MOLSIDOMINA"	"7155041000999116"	"MOLSIDOMINA 2 MG COMPRIMIDO"
"7155011000999115"	"PREPARADO CON MOLSIDOMINA"	"7155051000999119"	"MOLSIDOMINA 4 MG COMPRIMIDO"
"7155011000999115"	"PREPARADO CON MOLSIDOMINA"	"7155061000999117"	"MOLSIDOMINA 8 MG COMPRIMIDO"
"7157351000999110"	"PREPARADO CON TIANEPTINA"	"7157381000999115"	"TIANEPTINA 12.5 MG COMPRIMIDO"
"7157411000999117"	"PREPARADO CON SOTALOL"	"10320791000999117"	"SOTALOL 80 MG COMPRIMIDO"
"7157411000999117"	"PREPARADO CON SOTALOL"	"10418011000999114"	"SOTALOL 160 MG COMPRIMIDO"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10381171000999117"	"TIMOLOL 5 MG/ML GEL EN ENVASE DE 5 ML"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10433101000999114"	"TIMOLOL 10 MG COMPRIMIDO"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10528261000999119"	"TIMOLOL 5 MG/ML SOLUCION EN GOTERO DE 5 ML"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10528271000999113"	"TIMOLOL 5 MG/ML SOLUCION EN GOTERO DE 10 ML"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10545671000999119"	"TIMOLOL 2,5MG/ML SOLUCION OFTALMICA EN GOTERO DE 5 ML"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10545681000999116"	"TIMOLOL 2,5MG/ML SOLUCION OFTALMICA EN GOTERO DE 2.5 ML"
"7157511000999116"	"PREPARADO CON TIMOLOL"	"10562561000999112"	"TIMOLOL 5 MG/ML SOLUCION GOMA GELLAN OFTALMICA EN FRASCO GOTERO DE 2.5 ML"
"7157521000999111"	"PREPARADO CON BISOPROLOL"	"10418461000999116"	"BISOPROLOL 1.25 MG COMPRIMIDO"
"7157521000999111"	"PREPARADO CON BISOPROLOL"	"6908191000999111"	"BISOPROLOL 10 MG COMPRIMIDO"
"7157521000999111"	"PREPARADO CON BISOPROLOL"	"6908201000999114"	"BISOPROLOL 5 MG COMPRIMIDO"
"7157521000999111"	"PREPARADO CON BISOPROLOL"	"7025381000999115"	"FUMARATO DE BISOPROLOL 2,5 MG COMPRIMIDO"
"7157551000999115"	"PREPARADO CON CARTEOLOL"	"10519521000999113"	"CARTEOLOL 20 MG/ML, SOLUCION OFTALMICA EN FRASCO GOTERO DE 5 M"
"7157551000999115"	"PREPARADO CON CARTEOLOL"	"10519531000999111"	"CARTEOLOL 20 MG/ML, SOLUCION OFTALMICA EN FRASCO GOTERO DE 3ML"
"7157551000999115"	"PREPARADO CON CARTEOLOL"	"11133791000999110"	"CARTEOLOL 10 MG/ML SOLUCION EN FRASCO GOTERO DE 5 ML"
"7157601000999118"	"PREPARADO CON TIRATRICOL"	"10474291000999112"	"TIRATRICOL 0.35 MG COMPRIMIDO"
"7157601000999118"	"PREPARADO CON TIRATRICOL"	"10474411000999119"	"TIRATRICOL 2 MG CAPSULA"
"7157901000999110"	"PREPARADO CON TOLPERISONA"	"7157921000999118"	"TOLPERISONA 50.0 MG COMPRIMIDO"
"7157971000999117"	"PREPARADO CON ATOMOXETINA"	"10440941000999118"	"ATOMOXETINA 10 MG CAPSULA"
"7157971000999117"	"PREPARADO CON ATOMOXETINA"	"10441021000999118"	"ATOMOXETINA 18 MG CAPSULA"
"7157971000999117"	"PREPARADO CON ATOMOXETINA"	"10441111000999112"	"ATOMOXETINA 25 MG CAPSULA"
"7157971000999117"	"PREPARADO CON ATOMOXETINA"	"10441201000999117"	"ATOMOXETINA 40 MG CAPSULA"
"7157971000999117"	"PREPARADO CON ATOMOXETINA"	"10441321000999115"	"ATOMOXETINA 60 MG CAPSULA"
"7158031000999118"	"PREPARADO CON MOSAPRIDA"	"10375401000999114"	"MOSAPRIDA 25 MG/5ML SUSPENSION EN FRASCO DE 20 ML"
"7158031000999118"	"PREPARADO CON MOSAPRIDA"	"7158061000999114"	"MOSAPRIDA 2,5 MG COMPRIMIDO"
"7158031000999118"	"PREPARADO CON MOSAPRIDA"	"7158071000999115"	"MOSAPRIDA 5 MG COMPRIMIDO"
"7158161000999113"	"PREPARADO CON ERGOCALCIFEROL"	"10368811000999112"	"ERGOCALCIFEROL 0.25 MG/ML SOLUCION EN FRASCO DE 10 ML"
"7158161000999113"	"PREPARADO CON ERGOCALCIFEROL"	"10368831000999119"	"ERGOCALCIFEROL 0.25 MG/ML SOLUCION EN FRASCO DE 9 ML"
"7158161000999113"	"PREPARADO CON ERGOCALCIFEROL"	"10369261000999116"	"ERGOCALCIFEROL 164 MG/ ML SOLUCION EN FRASCO DE 4 ML"
"7158161000999113"	"PREPARADO CON ERGOCALCIFEROL"	"10518871000999117"	"ERGOCALCIFEROL 60000 UINT, SOLUCION EN ENVASE DE 10 ML"
"7158161000999113"	"PREPARADO CON ERGOCALCIFEROL"	"11068051000999113"	"ERGOCALCIFEROL 400 UI CAPSULA"
"7158171000999119"	"PREPARADO CON CALCIO"	"10623651000999119"	"CALCIO ELEMENTAL 500 MG/DOSIS ENVASE POR 40 DOSIS"
"7158181000999116"	"PREPARADO CON ERGOCALCIFEROL Y CALCIO"	"7169681000999111"	"ERGOCALCIFEROL 100 UINT CALCIO 200 MG COMPRIMIDO"
"7158181000999116"	"PREPARADO CON ERGOCALCIFEROL Y CALCIO"	"7169691000999114"	"ERGOCALCIFEROL 100 UINT CALCIO 50 MG COMPRIMIDO"
"7158181000999116"	"PREPARADO CON ERGOCALCIFEROL Y CALCIO"	"7169751000999113"	"ERGOCALCIFEROL 200 UI CALCIO 280 MG COMPRIMIDO"
"7158231000999110"	"PREPARADO CON TRIFLUSAL"	"10429431000999110"	"TRIFLUSAL 300 MG CAPSULA"
"7158271000999113"	"PREPARADO CON TRIOXISALENO"	"7158291000999114"	"TRIOXISALENO 5 MG COMPRIMIDO"
"7158961000999110"	"PREPARADO CON NICERGOLINA"	"10432951000999116"	"NICERGOLINA 20 MG CAPSULA"
"7158961000999110"	"PREPARADO CON NICERGOLINA"	"10699861000999114"	"NICERGOLINA 15 MG CAPSULA"
"7158961000999110"	"PREPARADO CON NICERGOLINA"	"7159001000999115"	"NICERGOLINA 10 MG COMPRIMIDO"
"7158961000999110"	"PREPARADO CON NICERGOLINA"	"7159041000999118"	"NICERGOLINA 30 MG COMPRIMIDO"
"7159201000999113"	"PREPARADO CON NIMESULIDA"	"10418421000999114"	"NIMESULIDA 100 MG, COMPRIMIDO"
"7159201000999113"	"PREPARADO CON NIMESULIDA"	"7159231000999118"	"NIMESULIDA 200 MG COMPRIMIDO"
"7159271000999115"	"PREPARADO CON NIMESULIDA Y ORFENADRINA"	"7159321000999110"	"NIMESULIDA 200 MG ORFENADRINA 75 MG COMPRIMIDO"
"7159461000999110"	"PREPARADO CON NITRENDIPINO"	"7159501000999110"	"NITRENDIPINO 10 MG COMPRIMIDO"
"7159461000999110"	"PREPARADO CON NITRENDIPINO"	"7159511000999113"	"NITRENDIPINO 20 MG COMPRIMIDO"
"7159461000999110"	"PREPARADO CON NITRENDIPINO"	"7159521000999118"	"NITRENDIPINO 40 MG COMPRIMIDO"
"7159711000999119"	"PREPARADO CON OXAZEPAM Y ALANINA"	"7159741000999115"	"OXAZEPAM 15 MG ALANINA 500 MG COMPRIMIDO"
"7159931000999114"	"PREPARADO CON PANCREATINA Y PEPSINA"	"7159971000999112"	"PANCREATINA 127 MG PEPSINA 127 MG COMPRIMIDO"
"7159961000999118"	"PREPARADO CON ULMARIA"	"7160001000999116"	"ULMARIA 250 MG COMPRIMIDO"
"7160021000999113"	"PREPARADO CON LENOGASTRIM"	"10721671000999118"	"LENOGASTRIM 263 MCG LIOFILIZADO EN AMPOLLA"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"10894161000999112"	"CARVEDILOL 0.25 MG CAPSULA"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"5400971000999111"	"CARVEDILOL 25 MG COMPRIMIDO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"6878361000999117"	"CARVEDILOL 3,125 MG COMPRIMIDO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"6878391000999112"	"CARVEDILOL 3,25 MG SELLO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"7166371000999110"	"CARVEDILOL 50 MG COMPRIMIDO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"7187531000999119"	"CARVEDILOL 12,5 MG COMPRIMIDO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"7187541000999111"	"CARVEDILOL 6,25 MG COMPRIMIDO"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"8986781000999116"	"CARVEDILOL 10 MG, CAPSULA DE LIBERACION CONTROLADA"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"8986801000999117"	"CARVEDILOL 20 MG, CAPSULA DE LIBERACION CONTROLADA"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"8986831000999112"	"CARVEDILOL 40 MG, CAPSULA DE LIBERACION CONTROLADA"
"7160101000999117"	"PREPARADO CON CARVEDILOL"	"8986851000999118"	"CARVEDILOL 80 MG, CAPSULA DE LIBERACION CONTROLADA"
"7160141000999115"	"PREPARADO CON VINCAMINA"	"7160211000999112"	"VINCAMINA 30 MG COMPRIMIDO"
"7160151000999118"	"PREPARADO CON PARACETAMOL Y CLEMIZOL"	"7160231000999119"	"PARACETAMOL 200 MG CLEMIZOL 20 MG COMPRIMIDO"
"7160291000999115"	"PREPARADO CON PARACETAMOL Y METAMIZOL SODICO"	"11066141000999114"	"PARACETAMOL 120 MG/ML METAMIZOL SODICO 400 MG/ML SOLUCION EN GOTERO DE 30 ML"
"7160291000999115"	"PREPARADO CON PARACETAMOL Y METAMIZOL SODICO"	"11066151000999111"	"PARACETAMOL 120 MG/ML METAMIZOL SODICO 400 MG/ML SOLUCION EN GOTERO DE 20 ML"
"7160291000999115"	"PREPARADO CON PARACETAMOL Y METAMIZOL SODICO"	"11123181000999114"	"PARACETAMOL 120 MG/5 ML METAMIZOL SODICO 400 MG/5 ML SUSPENSION EN ENVASE DE 120 ML"
"7160291000999115"	"PREPARADO CON PARACETAMOL Y METAMIZOL SODICO"	"7160301000999119"	"PARACETAMOL 300 MG METAMIZOL SODICO 300 MG COMPRIMIDO"
"7160351000999115"	"PREPARADO CON CINITAPRIDA"	"7160391000999113"	"CINITAPRIDA 1 MG COMPRIMIDO"
"7160371000999112"	"PREPARADO CON PERINDOPRIL"	"7162771000999110"	"PERINDOPRIL 8 MG COMPRIMIDO"
"7160371000999112"	"PREPARADO CON PERINDOPRIL"	"9194201000999114"	"PERINDOPRIL 5 MG COMPRIMIDO"
"7160371000999112"	"PREPARADO CON PERINDOPRIL"	"9194211000999112"	"PERINDOPRIL 10 MG COMPRIMIDO"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387651000999113"	"RETINOL 1000 UINT/G EMULSION EN FRASCO DE 100 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387661000999110"	"RETINOL 1000 UINT/G EMULSION EN FRASCO DE 200 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387671000999116"	"RETINOL 1000 UINT/G EMULSION EN FRASCO DE 350 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387731000999110"	"RETINOL 1000 UINT/G CREMA EN ENVASE DE 100 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387751000999116"	"RETINOL 1000 UINT/G CREMA EN ENVASE DE 50 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387791000999114"	"RETINOL 1000 UINT/G CREMA EN ENVASE DE 200 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10387811000999113"	"RETINOL 1000 UINT/G CREMA EN ENVASE DE 30 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10415721000999110"	"RETINOL 50000 UI CAPSULA"
"7160451000999114"	"PREPARADO CON RETINOL"	"10417561000999116"	"RETINOL 100000 UNIT CAPSULA"
"7160451000999114"	"PREPARADO CON RETINOL"	"10927931000999112"	"RETINOL 750 UI/G CREMA EN ENVASE DE 50 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10972181000999114"	"RETINOL 500 UI/GR CREMA EN ENVASE DE 100 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10972211000999113"	"RETINOL 1 MG/G CREMA EN ENVASE DE 30 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10972221000999118"	"RETINOL 1 MG/G CREMA EN ENVASE DE 50 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"10972231000999115"	"RETINOL 1 MG/G CREMA EN ENVASE DE 100 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"11004731000999111"	"RETINOL 1700 UI/G CREMA EN ENVASE DE 100 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"11004741000999119"	"RETINOL 1700 UI/G CREMA EN ENVASE DE 170 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"11004751000999117"	"RETINOL 1700 UI/G CREMA EN ENVASE DE 220 GR"
"7160451000999114"	"PREPARADO CON RETINOL"	"11046971000999110"	"RETINOL 30000 UI/ML SOLUCION ORAL EN ENVASE DE 10 ML"
"7160451000999114"	"PREPARADO CON RETINOL"	"11249931000999114"	"RETINOL 1MG/ML EMULSION EN ENVASE DE 120 ML"
"7160451000999114"	"PREPARADO CON RETINOL"	"11249981000999110"	"RETINOL 1MG/G GEL EN ENVASE DE 100 GR"
"7160701000999118"	"PREPARADO CON CLORURO PIRVINIO"	"7160751000999119"	"CLORURO PIRVINIO 100 MG COMPRIMIDO"
"7160781000999114"	"PREPARADO CON CLOTIAPINA"	"7160801000999113"	"CLOTIAPINA 40 MG COMPRIMIDO"
"7160911000999117"	"PREPARADO CON DIBENZYLINE"	"7160931000999110"	"DIBENZYLINE 10 MG CAPSULA"
"7161011000999113"	"PREPARADO CON DICLOFENAC Y PRIDINOL"	"10382441000999112"	"DICLOFENAC 14.5 MG/G PRIDINOL 3.4 MG/G CREMA EN ENVASE DE 50 GR"
"7161011000999113"	"PREPARADO CON DICLOFENAC Y PRIDINOL"	"10734461000999110"	"DICLOFENACO 75 MG PRIDINOL 2.2 MG LIOFILIZADO EN AMPOLLA"
"7161011000999113"	"PREPARADO CON DICLOFENAC Y PRIDINOL"	"11027831000999116"	"DICLOFENAC 14,5 MG/G PRIDINOL 0.425 MG/G GEL EN ENVASE DE 50 GR"
"7161011000999113"	"PREPARADO CON DICLOFENAC Y PRIDINOL"	"7161071000999117"	"DICLOFENAC 50 MG PRIDINOL 4 MG COMPRIMIDOS"
