Productos_Clave	Productos_Descripcion	Importancia	AccionesTerapeuticas_Clave	AccionesTerapeuticas_Descripcion
9706	COUVRANCE POLVO MOSAICO TRANSLUCIDO	9	695	Dermatocosmético
9707	COUVRANCE STICK DUO	9	695	Dermatocosmético
9708	DERMOPAN LIQUIDO	9	941	Higiene de la piel
9709	DIU-SAFE CU/375	9	1264	Dispositivo intrauterino
9710	LACTAFEM	9	1268	Anticonceptivo hormonal oral
9711	FOLVIT	9	816	Suplemento vitamínico
9712	NUTRILON OMNEO	9	1266	Fórmula láctea infantil
9714	AZARGA	9	268	Antiglaucomatoso
9715	QUETIDIN XR	9	525	Antipsicótico
9717	MEDBLOCK SPF 50+	9	549	Protector solar
9719	BIAFINE EMULSION	1	185	Cicatrizante
9719	BIAFINE EMULSION	2	415	Protector dérmico
9720	DESMO-C SOLUCION NASAL PARA NEBULIZACION	9	392	Antidiurético
9721	LACTOMOL-D	9	1207	Tratamiento intolerancia a la lactosa
9723	COR	9	7	Antiulceroso
9725	TRAUMAPLANT	9	118	Analgésico
9727	VALINOR	9	76	Antihipertensivo
9728	KREDIT	9	171	Anticonvulsivo
9729	LERVITAN	1	130	Antidepresivo
9729	LERVITAN	2	1031	Tratamiento de la incontinencia urinaria
9730	SESSOR	0	1267	Inhibidor de la ornitina decarboxilasa
9731	DAZOLIN ODT	9	688	Terapéutica del Alzheimer
9732	ALUMBRA	9	333	Oxitócico
9733	ENERDAY 6 HORAS	9	487	Energizante
9734	DELITAN	9	1269	Terapia hormonal de reemplazo
9735	GINEFOLIN	9	1270	Estrógeno-progestagenoterapia
9736	GINOTEX	9	1271	Terapia de reemplazo hormonal secuencial
9737	GINOTEX CC	9	1272	Terapia de reemplazo hormonal continua
9738	MACTEX	9	491	Anticonceptivo oral
9739	TENVATIL	9	123	Antiparkinsoniano
9740	VERANIL	1	446	Humectante
9740	VERANIL	2	547	Hidratante
9741	CLONAZEPAM	1	224	Ansiolítico
9741	CLONAZEPAM	2	171	Anticonvulsivo
9743	ALENYS	9	267	Corticosteroide tópico
9745	ARENDAL D3	9	231	Antiosteoporótico
9746	RUX	9	73	Hipolipemiante
9748	NUTRILON AR	9	1266	Fórmula láctea infantil
9749	NUTRILON HA	9	1266	Fórmula láctea infantil
9752	VIVIMEX	1	451	Neuroprotector
9752	VIVIMEX	2	524	Neuroactivador
9752	VIVIMEX	3	1274	Modulador del glutamato
9756	ABRAXIL	9	91	Antibiótico
9757	LEODRIN 70 DUO BITERAPIA	1	694	Inhibidor de la resorción ósea
9757	LEODRIN 70 DUO BITERAPIA	2	969	Suplemento de calcio y vitamina D3
9758	VEXA 20	9	1275	Anticonceptivo hormonal monofásico
9759	MENUIX	9	123	Antiparkinsoniano
9760	AZIBAY	9	630	Antibiótico macrólido
9761	CLARIBAY	9	630	Antibiótico macrólido
9762	VINTIX	9	1276	Normalizador de la flora intestinal
9763	CIRIAX	9	248	Antimicrobiano
9764	VANTUX MAX	9	652	Suplemento alimentario
9765	PARENQUIL	9	113	Antirreumático
9766	KETOROLACO	1	118	Analgésico
9766	KETOROLACO	2	112	Antiinflamatorio
9767	LADY SYSTEM	9	1031	Tratamiento de la incontinencia urinaria
9768	METFORMINA	9	419	Hipoglucemiante oral
9769	PARACETAMOL	1	118	Analgésico
9769	PARACETAMOL	2	121	Antipirético
9770	MEMOREX	9	286	Cerebrotónico
9771	RINOFILAX-D	1	88	Antihistamínico
9771	RINOFILAX-D	2	182	Descongestivo nasal
9772	ILTUX	1	76	Antihipertensivo
9772	ILTUX	2	198	Vasodilatador periférico
9773	VIDAZA	9	247	Antineoplásico
9774	MOVIPLUS	1	10	Antiemético
9774	MOVIPLUS	2	180	Antivertiginoso
9775	DOLIPRAN	9	122	Antimigrañoso
9776	MANOL PLUS	9	176	Analgésico central
9777	ALDARA	9	109	Inmunomodulador
9778	BLUE CAP	9	243	Anticaspa
9779	BLUE CAP CREMA	9	547	Hidratante
9780	BLUE CAP SHOWER GEL	9	1277	Higiene corporal
9781	RETORNA CREMA FACIAL ANTIEDAD	9	1244	Antiarrugas
9782	LUVAT	9	130	Antidepresivo
9783	ACICLOVIR	9	93	Antiviral
9784	ACIDO MEFENAMICO	1	118	Analgésico
9784	ACIDO MEFENAMICO	2	112	Antiinflamatorio
9785	ALPRAZOLAM	9	224	Ansiolítico
9786	AMBROXOL	1	145	Expectorante
9786	AMBROXOL	2	235	Mucolítico
9787	AMLODIPINO	1	34	Antianginoso
9787	AMLODIPINO	2	76	Antihipertensivo
9788	ANOVULATORIOS MICRODOSIS	9	103	Anticonceptivo
9789	ATENOLOL	1	76	Antihipertensivo
9789	ATENOLOL	2	504	Bloqueante betaadrenérgico
9790	AZITROMICINA	9	91	Antibiótico
9791	CAPTOPRIL	9	76	Antihipertensivo
9792	CARVEDILOL	1	76	Antihipertensivo
9792	CARVEDILOL	2	503	Bloqueante alfaadrenérgico
9792	CARVEDILOL	3	504	Bloqueante betaadrenérgico
9793	CICLOBENZAPRINA CLORH.	9	192	Miorrelajante
9794	CINARIZINA	1	78	Vasodilatador cerebral
9794	CINARIZINA	2	88	Antihistamínico
9794	CINARIZINA	3	180	Antivertiginoso
9795	CIPROFLOXACINO	9	260	Quimioterápico
9796	CLOBETASOL	9	267	Corticosteroide tópico
9797	CLOTRIMAZOL	9	376	Antimicótico tópico
9798	CLOTRIMAZOL + BETAMETAZONA	9	376	Antimicótico tópico
9799	DOMPERIDONA	1	10	Antiemético
9799	DOMPERIDONA	2	154	Gastrocinético
9800	ENALAPRIL	1	76	Antihipertensivo
9800	ENALAPRIL	2	84	Inhibidor de la ECA
9801	FAMOTIDINA	1	7	Antiulceroso
9801	FAMOTIDINA	2	6	Antagonista de los receptores H2
9801	FAMOTIDINA	3	338	Inhibidor de la secreción gástrica
9802	FLUOXETINA	9	130	Antidepresivo
9803	GRISEOFULVINA	9	229	Antifúngico
9804	KETOPROFENO	1	112	Antiinflamatorio
9804	KETOPROFENO	2	113	Antirreumático
9804	KETOPROFENO	3	118	Analgésico
9805	LEVONORGESTREL	9	103	Anticonceptivo
9806	LOPERAMIDA	9	25	Antidiarreico
9807	LORATADINA	9	142	Antialérgico
9808	LOSARTAN POTASICO	9	76	Antihipertensivo
9809	MELOXICAM	1	112	Antiinflamatorio
9809	MELOXICAM	2	113	Antirreumático
9809	MELOXICAM	3	118	Analgésico
9810	METFORMINA	9	419	Hipoglucemiante oral
9811	NAPROXENO	1	112	Antiinflamatorio
9811	NAPROXENO	2	118	Analgésico
9811	NAPROXENO	3	121	Antipirético
9812	NIMESULIDA	1	213	Antiinflamatorio no esteroide
9812	NIMESULIDA	2	113	Antirreumático
9812	NIMESULIDA	3	118	Analgésico
9813	PENTOXIFILINA	9	512	Hemorreológico
9814	PROPANOLOL	1	76	Antihipertensivo
9814	PROPANOLOL	2	34	Antianginoso
9814	PROPANOLOL	3	68	Antiarrítmico
9815	SALBUTAMOL	9	144	Broncodilatador
9816	SERTRALINA	9	130	Antidepresivo
9817	TIMOLOL	9	268	Antiglaucomatoso
9818	VI CLARO	9	270	Descongestivo oftálmico
9819	ALGIASOL FORTE	1	121	Antipirético
9819	ALGIASOL FORTE	2	112	Antiinflamatorio
9819	ALGIASOL FORTE	3	118	Analgésico
9820	DESLORATADINA	9	88	Antihistamínico
9821	FINAGRIP	1	121	Antipirético
9821	FINAGRIP	2	118	Analgésico
9821	FINAGRIP	3	213	Antiinflamatorio no esteroide
9821	FINAGRIP	9	141	Descongestivo
9822	DETRUSITOL SR	9	8	Anticolinérgico
9823	EPIDUO	9	98	Antiacneico
9824	VIRTA	1	100	Antiinfeccioso
9824	VIRTA	2	93	Antiviral
9825	OFTAFILM	9	601	Lubricante ocular
9826	FRESHCLEAR	1	141	Descongestivo
9826	FRESHCLEAR	2	601	Lubricante ocular
9827	ISDIN BETALFATRUS	1	1279	Remineralizante
9827	ISDIN BETALFATRUS	2	1278	Reestructurante
9827	ISDIN BETALFATRUS	3	547	Hidratante
9827	ISDIN BETALFATRUS	4	415	Protector dérmico
9828	ISDIN UREADIN RX 40 GEL OIL EXFOLIANTE	9	425	Hidratante dérmico
9829	DIOTENSIL	9	76	Antihipertensivo
9830	GENIOL CAF	1	118	Analgésico
9830	GENIOL CAF	2	121	Antipirético
9830	GENIOL CAF	3	1282	Reanimador
9831	PEARLS ACIDOPHILUS	9	652	Suplemento alimentario
9832	PEARLS IC	9	652	Suplemento alimentario
9833	CALCIUM SANDOZ EFT	9	746	Calcioterapia
9834	LOUTEN T	9	268	Antiglaucomatoso
9835	DOLGEX	1	112	Antiinflamatorio
9835	DOLGEX	2	121	Antipirético
9835	DOLGEX	3	474	Analgésico no esteroide
9836	HELPIN LIQUICAPS	9	709	Tratamiento de la disfunción eréctil
9837	CUBICIN	9	91	Antibiótico
9838	SUPRIMUN	9	156	Inmunosupresor
9839	REVOLADE	9	1337	Púrpura trombocitopénica inmune
9845	GENIOL DIA	9	174	Antigripal
9846	GENIOL NOCHE	9	174	Antigripal
9847	AREL	1	130	Antidepresivo
9847	AREL	2	1283	Tratamiento trastorno ansiedad generalizada
9848	DUCETEN CAPSULAS	1	130	Antidepresivo
9848	DUCETEN CAPSULAS	2	1101	Analgésico neuropático
9849	COLON OK BALANCE	9	1284	Síndrome del colon irritable
9850	EMOLAN PROTECTOR SOLAR SPF 50+	9	549	Protector solar
9851	TENSIVEL	9	76	Antihipertensivo
9852	BOOSTRIX	9	533	Inmunoterapia
9853	EVAFEM 20	9	622	Contraceptivo hormonal
9858	SEBOCLEAN	9	1285	Limpieza p/pieles grasas, mixtas y c/imperfec
9859	DUBLINA	9	73	Hipolipemiante
9860	PRIVEX	9	92	Antimicótico
9861	NASAKID	9	182	Descongestivo nasal
9862	ARTREN SUSPENSION	1	112	Antiinflamatorio
9862	ARTREN SUSPENSION	2	118	Analgésico
9862	ARTREN SUSPENSION	3	121	Antipirético
9863	HASSAPIRIN CAF	1	118	Analgésico
9863	HASSAPIRIN CAF	2	112	Antiinflamatorio
9863	HASSAPIRIN CAF	3	174	Antigripal
9864	GEA ASTAXANTINA	1	652	Suplemento alimentario
9864	GEA ASTAXANTINA	2	295	Antioxidante
9865	ZAVIANA FS	1	823	Hipnoinductor
9865	ZAVIANA FS	2	126	Hipnótico
9866	ANDEAN'S WINE CREMA DIA-NOCHE	9	295	Antioxidante
9871	PLENAIR	9	143	Antiasmático
9872	ULCRATEX HP TRITERAPIA	9	7	Antiulceroso
9873	CEFIN	9	243	Anticaspa
9874	HIBOR	1	47	Anticoagulante
9874	HIBOR	2	290	Antitrombótico
9875	NASTIGRIP	9	174	Antigripal
9876	ACIFIN	9	2	Antiácido
9878	BIXON	9	1276	Normalizador de la flora intestinal
9879	CAPTOPRIL	9	84	Inhibidor de la ECA
9880	DICLOFENACO	1	118	Analgésico
9880	DICLOFENACO	2	112	Antiinflamatorio
9881	MINOVOR	9	237	Antimicótico sistémico
9882	MINTALUB	1	118	Analgésico
9882	MINTALUB	2	312	Antiinflamatorio tópico
9883	NIFEDIPINO	9	1286	Bloqueador de los canales de calcio
9884	ESANTEST	9	50	Test de embarazo
9885	A1CNOW+	9	1208	Control de glucosa
9886	SIMCOR	9	276	Hipocolesterolemiante
9887	GESIDOL ADULTO	1	118	Analgésico
9887	GESIDOL ADULTO	2	121	Antipirético
9888	JALRA	1	502	Antidiabético oral
9888	JALRA	2	1287	Monoterapia
9889	JALRA M	9	1288	Antidiabético oral combinado
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	1	415	Protector dérmico
9890	ISDIN FOTOPROTECTOR ISDIN FUSION FLUID	2	549	Protector solar
9891	CYCLOBIOL	9	305	Estrogenoterapia
9892	CICLOMEX-20 CD	9	491	Anticonceptivo oral
9893	CICLOMEX CD	9	491	Anticonceptivo oral
9894	EMOLAN GEL HIGIENE INTIMA	9	1289	Higiene íntima
9895	CAPRIMIDA D CITRATO	1	291	Calciterápico
9895	CAPRIMIDA D CITRATO	2	833	Suplemento de calcio y vitamina D
9896	IVERX	9	135	Antiparasitario
9897	SOPHIXIN DX OFTENO	1	94	Corticosteroide
9897	SOPHIXIN DX OFTENO	2	690	Antiinfeccioso tópico
9898	VALERIX	9	560	Terapia de reemplazo hormonal
9899	GENTALYN COLAGENO	9	1290	Implante reabsorbible p/infecc. quirúrgicas
9900	POENCAINA	9	117	Anestésico oftálmico
9901	NEORESOTYL	9	1015	Promotor de vigilia
9902	CICLIDON 20 CD	9	103	Anticonceptivo
9903	RECAXIN DUO	1	694	Inhibidor de la resorción ósea
9903	RECAXIN DUO	2	969	Suplemento de calcio y vitamina D3
9904	ANALGEX GOTAS	9	118	Analgésico
9905	FLUIDOX FORTE	1	145	Expectorante
9905	FLUIDOX FORTE	2	386	Secretolítico
9905	FLUIDOX FORTE	3	5	Antiespasmódico
9906	RIGINAL	9	459	Espasmolítico
9907	NABILA	9	1163	Betabloqueante cardioselectivo
9908	PARMITAL	9	123	Antiparkinsoniano
9911	ENERDAY 6 HORAS DECAF	9	487	Energizante
9912	ENERDAY 6 HORAS EXTRA FUERTE	9	487	Energizante
9914	LEVITRA ODT	9	709	Tratamiento de la disfunción eréctil
9915	LUCIARA	9	1335	Prevención de estrías del embarazo
9916	QLAIRA	9	491	Anticonceptivo oral
9917	FLANAX / FLANAX FORTE	1	118	Analgésico
9917	FLANAX / FLANAX FORTE	2	112	Antiinflamatorio
9917	FLANAX / FLANAX FORTE	3	455	Antipirético no esteroide
9918	ALGIASOL	1	118	Analgésico
9918	ALGIASOL	2	112	Antiinflamatorio
9918	ALGIASOL	3	121	Antipirético
9919	FLEMILAR	1	235	Mucolítico
9919	FLEMILAR	2	145	Expectorante
9921	PIESAN	9	376	Antimicótico tópico
9923	CONDROSULF DUO FORTE	9	169	Antiartrósico
9925	OLTAN	1	76	Antihipertensivo
9925	OLTAN	2	1293	Antagonista de la angiotensina II
9928	FINALGEN	1	382	Antialopécico
9928	FINALGEN	2	1295	Estimulante de la regeneración capilar
9928	FINALGEN	3	236	Antiandrogénico
9957	MICARDIS AMLO	9	76	Antihipertensivo
9959	SIFROL ER	9	123	Antiparkinsoniano
9964	ADOLEX PLUS	1	193	Antiséptico bucofaríngeo
9964	ADOLEX PLUS	2	179	Antitusivo
9965	D'NENITOS	9	1296	Crema para coceduras
9966	DIRTOP MASTICABLE	9	709	Tratamiento de la disfunción eréctil
9968	FLUTOX JARABE	9	293	Fluidificante
9969	FLUTOX FORTE	9	293	Fluidificante
9970	FULTAT	9	118	Analgésico
9972	LUMDOL	1	118	Analgésico
9972	LUMDOL	2	112	Antiinflamatorio
9973	MENTOFLAM POMO	9	312	Antiinflamatorio tópico
9974	MI VIT-C	9	35	Vitaminoterapia
9975	NULACID	9	2	Antiácido
9976	OSVICAL CALCIO-D	9	653	Tratamiento de la osteoporosis
9977	PAZBRONQ	9	145	Expectorante
9978	PHARMALATUM UNGÜENTO TOPICO	1	141	Descongestivo
9978	PHARMALATUM UNGÜENTO TOPICO	2	393	Analgésico tópico
9979	SENS GEL INTIMO	9	1298	Lubricante íntimo
9980	QUASSIA SHAMPOO	9	186	Pediculicida
9981	ULPRAZOL	9	7	Antiulceroso
9982	VISIVER	9	270	Descongestivo oftálmico
9983	VITABRAL	9	286	Cerebrotónico
9984	ZALEDOR XR	9	118	Analgésico
9985	EXFORGE D	9	76	Antihipertensivo
9986	ONBRIZE	1	144	Broncodilatador
9986	ONBRIZE	2	1299	Estimulante betaadrenérgico
9987	FOCUS	9	118	Analgésico
9988	EYE FIRMING CREAM CKL	9	295	Antioxidante
9989	RUBORIL 50+ EXPERT	9	715	Fotoprotector
9991	SKIN FIRMING CREAM CKL	9	295	Antioxidante
9992	SKIN MASK CKL	1	1213	Limpieza profunda
9993	SKIN MOISTURIZER CKL	1	568	Humectante dérmico
9993	SKIN MOISTURIZER CKL	2	1058	Reparador cutáneo
9994	UVEBLOCK 50+ FLUIDO INVISIBLE	9	549	Protector solar
9995	UVEBLOCK 50+ FLUIDO CON TINTE LIGHT	9	549	Protector solar
9996	UVEBLOCK CLEAN DERM SPF30	9	442	Filtro solar
9997	SANILENT	9	1322	Tratamiento de insomnio temporal o crónico
10003	BRONTEC	1	235	Mucolítico
10003	BRONTEC	2	227	Broncoespasmolítico
10003	BRONTEC	3	179	Antitusivo
10012	BELDENT	9	558	Calmante de la dentición
10013	HYFLEX FAST	1	118	Analgésico
10013	HYFLEX FAST	2	445	Antirreumático no esteroide
10014	SUCRALOSA	9	980	Endulzante
10023	DEGRALER FORTE JARABE	1	142	Antialérgico
10023	DEGRALER FORTE JARABE	2	88	Antihistamínico
10026	SAYANA	1	103	Anticonceptivo
10026	SAYANA	2	1302	Tratamiento de la endometriosis
10030	VITAMINA C	9	466	Vitamínico
10033	MATRUELLE	9	385	Multivitamínico
10036	PRENAMIN NATAL	1	1334	Suplemento alimenticio p/embarazo y lactancia
10036	PRENAMIN NATAL	2	816	Suplemento vitamínico
10037	ENTEREX DIABETIC	9	863	Suplemento nutricional para diabéticos
10038	ENTEREX ESPESANTE	9	1307	Espesante de alimentos
10039	ENTEREX	9	406	Suplemento nutricional
10040	ENTEREX HEPATIC	9	406	Suplemento nutricional
10041	ENTEREX KARBS	9	1325	Suplemento de hidratos de carbono
10042	ENTEREX KIDZ	9	406	Suplemento nutricional
10043	ENTEREX RENAL	9	406	Suplemento nutricional
10044	GLUTAPAK - 10	9	1310	Módulo de glutamina de grado farmacéutico
10045	GLUTAPAK-R	9	1311	Módulo de glutamina y Lactobacillus reuteri
10046	INMUNEX PLUS	9	1312	Fórmula semielemental completa
10048	LUMIGAN RC	9	268	Antiglaucomatoso
10052	CETAPHIL BARRA LIMPIADORA	1	438	Limpiador
10052	CETAPHIL BARRA LIMPIADORA	2	18	Suavizante
10052	CETAPHIL BARRA LIMPIADORA	3	425	Hidratante dérmico
10054	CETAPHIL RESTORADERM LIMPIADOR CORPORAL	9	1314	Limpiador corporal
10055	CETAPHIL CREMA HIDRATANTE	9	425	Hidratante dérmico
10056	CETAPHIL EMULSION HIDRATANTE	9	568	Humectante dérmico
10057	CETAPHIL RESTORADERM HIDRATANTE CORPORAL	9	895	Hidratante corporal
10058	CLOB-X SHAMPOO	9	871	Corticoterapia tópica
10060	AFINITOR	9	1330	Inhibidor de proteína-cinasas
10062	ANDEAN'S ACEITE DESMAQUILLANTE	9	1317	Desmaquillante
10063	ANDEAN'S ACONDICIONADOR OLIVA AVOCADO	9	440	Acondicionador capilar
10064	ANDEAN'S MASCARILLA DE TRATAMIENTO CAPIL	9	1318	Hidratante para cabellos normales o secos
10065	ANDEAN'S SHAMPOO OLIVA AVOCADO	9	1319	Limpieza e hidratación capilar
10066	ANDEAN'S WINE-AGE FLUIDO DESMAQUILLANTE	9	1317	Desmaquillante
10067	ANDEAN'S WINE-AGE LOCION TONICO ASTRINGE	9	862	Limpiador cutáneo
10068	CELOFARM CAPSULAS	9	26	Antibacteriano
10069	CELOFARM SUSPENSION	9	26	Antibacteriano
10070	DISBRONC	1	94	Corticosteroide
10070	DISBRONC	2	143	Antiasmático
10071	INFLUMIX	1	144	Broncodilatador
10071	INFLUMIX	2	8	Anticolinérgico
10073	CORENTEL	1	76	Antihipertensivo
10073	CORENTEL	2	1316	Betabloqueante
10074	CORENTEL H	1	76	Antihipertensivo
10074	CORENTEL H	2	1316	Betabloqueante
10075	AXASOL OVULOS VAGINALES	9	307	Antimicótico vaginal
10076	RENIKAN	1	100	Antiinfeccioso
10076	RENIKAN	2	26	Antibacteriano
10076	RENIKAN	3	54	Inmunoestimulante
10092	VALAX D	1	76	Antihipertensivo
10092	VALAX D	2	77	Diurético
10093	ZIVAL	1	142	Antialérgico
10093	ZIVAL	2	88	Antihistamínico
10094	ZOMEL	9	7	Antiulceroso
10097	PARA LOCION ACONDICIONADORA CON ENJUAGUE	1	1321	Dispositivo médico
10097	PARA LOCION ACONDICIONADORA CON ENJUAGUE	2	186	Pediculicida
10107	STRESAM	9	1323	Ansiolítico no benzodiazepínico
10110	FOLTENE TRATAMIENTO ANTICAIDA HOMBRE	9	1327	Trat. preventivo para la caída del cabello
10112	DRAMAMINE	1	180	Antivertiginoso
10112	DRAMAMINE	2	10	Antiemético
10112	DRAMAMINE	3	610	Anticinetósico
10113	PAPINFLAM PLUS	9	53	Antiinflamatorio respiratorio
10114	ISDIN BONALFA	9	90	Antipsoriásico
10115	ISDIN IRALFARIS	9	1329	Higiene y cuidado para el paciente psoriásico
10117	ISDIN RX 20 LOCION ULTRAHIDRATANTE	9	547	Hidratante
10120	ISDIN UREADIN RX 20 CREMA ULTRAHIDRAT.	1	547	Hidratante
10120	ISDIN UREADIN RX 20 CREMA ULTRAHIDRAT.	2	19	Emoliente
10122	DARMAS CAD	9	694	Inhibidor de la resorción ósea
10123	ESTREDOX	9	560	Terapia de reemplazo hormonal
10124	HIPOGLUCIN 1000 LP	1	502	Antidiabético oral
10124	HIPOGLUCIN 1000 LP	2	812	Antihiperglucemiante
10125	HIPOGLUCIN 750 LP	1	502	Antidiabético oral
10125	HIPOGLUCIN 750 LP	2	812	Antihiperglucemiante
10126	CEREBRAL BALANCE	9	1331	Suplemento alimenticio para la memoria
10127	ECHINACEA C	9	295	Antioxidante
10128	VITOXIDAN	9	295	Antioxidante
10129	VITOXIDAN PROPOLEO MIEL	1	26	Antibacteriano
10129	VITOXIDAN PROPOLEO MIEL	2	93	Antiviral
10130	VITOXIDAN PROPOLEO MIEL C/EXT.PALTO NAT.	1	1332	Aumento de la inmunidad
10130	VITOXIDAN PROPOLEO MIEL C/EXT.PALTO NAT.	2	1333	Emulgente
10130	VITOXIDAN PROPOLEO MIEL C/EXT.PALTO NAT.	3	293	Fluidificante
10131	CENTRUM CARDIO	9	631	Multivitamínico con minerales
10133	ACICLOVIR GENFAR	9	93	Antiviral
10134	AMBROXOL GENFAR	9	179	Antitusivo
10135	ALENDRONATO GENFAR	9	231	Antiosteoporótico
10136	AMLODIPINO GENFAR	1	76	Antihipertensivo
10136	AMLODIPINO GENFAR	2	34	Antianginoso
10137	CAPTOPRIL GENFAR	9	76	Antihipertensivo
10138	LOSARTAN GENFAR	9	76	Antihipertensivo
10139	CETIRIZINA GENFAR	1	88	Antihistamínico
10139	CETIRIZINA GENFAR	2	142	Antialérgico
10140	DESLORATADINA GENFAR	1	88	Antihistamínico
10140	DESLORATADINA GENFAR	2	142	Antialérgico
10141	CIPROFLOXACINO GENFAR	1	91	Antibiótico
10141	CIPROFLOXACINO GENFAR	2	260	Quimioterápico
10142	CLARITROMICINA GENFAR	1	91	Antibiótico
10142	CLARITROMICINA GENFAR	2	260	Quimioterápico
10143	LEVOFLOXACINO GENFAR	1	91	Antibiótico
10143	LEVOFLOXACINO GENFAR	2	260	Quimioterápico
10144	CLOTRIMAZOL GENFAR	9	92	Antimicótico
10145	FLUCONAZOL GENFAR	9	92	Antimicótico
10146	DICLOFENACO GENFAR	1	118	Analgésico
10146	DICLOFENACO GENFAR	2	112	Antiinflamatorio
10146	DICLOFENACO GENFAR	3	113	Antirreumático
10147	IBUPROFENO GENFAR	1	118	Analgésico
10147	IBUPROFENO GENFAR	2	112	Antiinflamatorio
10147	IBUPROFENO GENFAR	3	113	Antirreumático
10148	KETOPROFENO GENFAR	1	118	Analgésico
10148	KETOPROFENO GENFAR	2	112	Antiinflamatorio
10148	KETOPROFENO GENFAR	3	113	Antirreumático
10149	MONTELUKAST GENFAR	9	143	Antiasmático
10150	SILDENAFIL GENFAR	9	709	Tratamiento de la disfunción eréctil
10153	METAMIZOL	1	118	Analgésico
10153	METAMIZOL	2	121	Antipirético
10158	ZETAFEN	1	118	Analgésico
10158	ZETAFEN	2	112	Antiinflamatorio
10159	NOLAIS CREMA CAPILAR	9	186	Pediculicida
10160	ACTOS 30MG	9	155	Hipoglucemiante
10162	DEPAKENE JARABE	9	119	Antiepiléptico
10163	ISOPTINA SR 240MG	1	79	Antagonista del calcio
10163	ISOPTINA SR 240MG	2	68	Antiarrítmico
10165	NORVETAL 20 CD	9	103	Anticonceptivo
10166	GESIDOL PEDIATRICO	1	118	Analgésico
10166	GESIDOL PEDIATRICO	2	121	Antipirético
10167	CARVEDILOL	9	76	Antihipertensivo
10168	LODUX	9	525	Antipsicótico
10169	MUVEND	9	123	Antiparkinsoniano
10170	STEVIA ORIGINALSWEET	9	1043	Edulcorante no nutritivo
10171	MAGNESIO 200	9	493	Suplemento alimenticio
10172	GESIPROCT	9	1336	Tratamiento de hemorroides
10173	NOLAIS	9	186	Pediculicida
10174	BION INTIME	9	1339	Reconstituyente de la microbiota vaginal
10175	VITDE-500 / VITDE-800	9	652	Suplemento alimentario
10176	NIRVAN	1	126	Hipnótico
10176	NIRVAN	2	127	Sedante
10177	NEOX	9	295	Antioxidante
10178	EUCATOL	9	1340	Descongestivo de vías respiratorias
10179	QURAX	9	717	Antipsicótico atípico
10180	INSULINA HUMALOG KWIK	9	155	Hipoglucemiante
10181	INSULINA HUMALOG MIX 25 KWIK	9	155	Hipoglucemiante
10182	ENFAMIL CONFORT	9	892	Alimento infantil
10183	PEARLS IMMUNE	9	1149	Probiótico
10185	TRACLEER	9	1059	Antihipertensivo pulmonar
10187	ALDINAM	9	171	Anticonvulsivo
10188	KOPODEX XR	9	171	Anticonvulsivo
10189	CLOTRIMIN OVULOS	9	307	Antimicótico vaginal
10190	DELNIL	9	91	Antibiótico
10191	DENTAREC	9	26	Antibacteriano
10192	ELGYDIUM ANTI-PLACA	1	1083	Pasta dental antiplaca
10192	ELGYDIUM ANTI-PLACA	2	1087	Preventivo de gingivitis
10192	ELGYDIUM ANTI-PLACA	9	1084	Antisarro
10193	ELGYDIUM DIENTES SENSIBLES	9	573	Desensibilizante dental
10194	ELUDRIL	9	193	Antiséptico bucofaríngeo
10195	ELUGEL	9	378	Antiséptico bucal
10196	NONTOX	9	179	Antitusivo
10197	PARODIUM	9	1203	Tratamiento y prevención de la gingivitis
10198	SENSIGEL	9	573	Desensibilizante dental
10200	BAGOVIT FACIAL LECHE DE LIMPIEZA	9	547	Hidratante
10201	BAGOVIT FACIAL CREMA DIA	9	1341	Anti-age
10202	BAGOVIT FACIAL CREMA NOCHE	9	1341	Anti-age
10203	BAGOVIT FACIAL TONICO ASTRINGENTE	9	1342	Tónico matizante
10204	BAGOVIT FACIAL TONICO HIDRATANTE	9	547	Hidratante
10205	MICTEN-D	9	76	Antihipertensivo
10206	CARVITOL	1	76	Antihipertensivo
10206	CARVITOL	2	34	Antianginoso
10207	HASSAPIRIN CARDIO	9	167	Antiagregante plaquetario
10208	VALUTOL	9	191	Hipotensor
10209	VALUTOL D	9	191	Hipotensor
10210	ROVARTAL	9	73	Hipolipemiante
10211	CASSADAN	1	295	Antioxidante
10211	CASSADAN	2	1343	Protector óseo
10212	CORDAPTIVE	9	276	Hipocolesterolemiante
10213	ROTATEQ	9	1344	Vacuna pentavalente para rotavirus
10214	ENFAGROW PREBIOTICOS	9	891	Leche para crecimiento
10215	GILENYA	9	1345	Tratamiento de la esclerosis múltiple
10216	DANTEX	9	1346	Inhibidor del receptor de glutamato
10217	ENDUX	9	858	Lágrima artificial
10218	PRIMORIX-D	1	88	Antihistamínico
10218	PRIMORIX-D	2	141	Descongestivo
10219	STELARA	9	90	Antipsoriásico
10220	CALMOBET	1	112	Antiinflamatorio
10220	CALMOBET	2	118	Analgésico
10221	MUS SUSPENSION	9	630	Antibiótico macrólido
10222	SOMAZINA	9	451	Neuroprotector
10222	SOMAZINA	9	1175	Neurorregenerador
10223	MERIDIAN	9	180	Antivertiginoso
10225	SENSIKIN GEL	9	942	Higiene bucal
10227	ILTUX HCT	9	76	Antihipertensivo
10228	INFLAMIDE HFA	9	143	Antiasmático
